ENTREZ_GENE_ID	HUGO_GENE_SYMBOL	GENETIC_ENTITY_ID	TYPE
106479708	RNU6-317P	38117	pseudo
106479709	RNU6-321P	38118	pseudo
106479710	RNU6-324P	38119	pseudo
106479711	RNU6-328P	38120	pseudo
106479712	RNU6-329P	38121	pseudo
106479713	RNU6-331P	38122	pseudo
106479714	RNU6-334P	38123	pseudo
106479715	RNU6-335P	38124	pseudo
106479716	RNU6-337P	38125	pseudo
106479717	RNU6-340P	38126	pseudo
106479718	RNU6-342P	38127	pseudo
106479719	RNU6-343P	38128	pseudo
106479720	RNU6-347P	38129	pseudo
106479721	RNU6-349P	38130	pseudo
106479722	RNU6-351P	38131	pseudo
106479723	RNU6-353P	38132	pseudo
106479724	RNU6-356P	38133	pseudo
106479725	RNU6-359P	38134	pseudo
106479726	RNU6-360P	38135	pseudo
106479727	RNU6-363P	38136	pseudo
106479728	RNU6-365P	38137	pseudo
106479729	RNU6-368P	38138	pseudo
106479730	RNU6-369P	38139	pseudo
106479731	RNU6-371P	38140	pseudo
106479732	RNU6-376P	38141	pseudo
106479733	RNU6-377P	38142	pseudo
106479734	RNU6-379P	38143	pseudo
106479735	RNU6-382P	38144	pseudo
106479736	RNU6-383P	38145	pseudo
106479737	RNU6-388P	38146	pseudo
106479738	RNU6-390P	38147	pseudo
106479739	RNU6-391P	38148	pseudo
106479740	RNU6-395P	38149	pseudo
106479741	RNU6-397P	38150	pseudo
106479742	RNU6-398P	38151	pseudo
106479743	RNU6-401P	38152	pseudo
106479744	RNU6-405P	38153	pseudo
106479745	RNU6-407P	38154	pseudo
106479746	RNU6-408P	38155	pseudo
106479747	RNU6-411P	38156	pseudo
106479748	RNU6-413P	38157	pseudo
106479749	RNU6-414P	38158	pseudo
106479750	RNU6-417P	38159	pseudo
106479751	RNU6-419P	38160	pseudo
106479753	RNU6-424P	38161	pseudo
106479754	RNU6-426P	38162	pseudo
106479755	RNU6-429P	38163	pseudo
106479756	RNU6-430P	38164	pseudo
106479757	RNU6-432P	38165	pseudo
106479758	RNU6-435P	38166	pseudo
106479759	RNU6-437P	38167	pseudo
106479760	RNU6-438P	38168	pseudo
106479761	RNU6-442P	38169	pseudo
106479762	RNU6-444P	38170	pseudo
106479763	RNU6-445P	38171	pseudo
106479764	RNU6-448P	38172	pseudo
106479765	RNU6-451P	38173	pseudo
106479766	RNU6-453P	38174	pseudo
106479767	RNU6-455P	38175	pseudo
106479768	RNU6-457P	38176	pseudo
106479769	RNU6-460P	38177	pseudo
106479770	RNU6-462P	38178	pseudo
106479771	RNU6-464P	38179	pseudo
106479772	RNU6-467P	38180	pseudo
106479773	RNU6-470P	38181	pseudo
106479774	RNU6-471P	38182	pseudo
106479775	RNU6-473P	38183	pseudo
106479776	RNU6-475P	38184	pseudo
106479777	RNU6-476P	38185	pseudo
106479778	RNU6-478P	38186	pseudo
106479779	RNU6-481P	38187	pseudo
106479780	RNU6-483P	38188	pseudo
106479781	RNU6-484P	38189	pseudo
106479782	RNU6-488P	38190	pseudo
106479783	RNU6-490P	38191	pseudo
106479784	RNU6-491P	38192	pseudo
106479785	RNU6-494P	38193	pseudo
106479786	RNU6-497P	38194	pseudo
106479787	RNU6-499P	38195	pseudo
106479788	RNU6-500P	38196	pseudo
106479789	RNU6-503P	38197	pseudo
106479790	RNU6-505P	38198	pseudo
106479791	RNU6-506P	38199	pseudo
106479792	RNU6-509P	38200	pseudo
106479793	RNU6-511P	38201	pseudo
106479794	RNU6-516P	38202	pseudo
106479795	RNU6-517P	38203	pseudo
106479796	RNU6-519P	38204	pseudo
106479797	RNU6-522P	38205	pseudo
106479798	RNU6-523P	38206	pseudo
106479799	RNU6-525P	38207	pseudo
106479800	RNU6-528P	38208	pseudo
106479801	RNU6-530P	38209	pseudo
106479802	RNU6-531P	38210	pseudo
106479803	RNU6-535P	38211	pseudo
106479804	RNU6-537P	38212	pseudo
106479805	RNU6-538P	38213	pseudo
106479806	RNU6-540P	38214	pseudo
106479807	RNU6-543P	38215	pseudo
106479808	RNU6-545P	38216	pseudo
106479809	RNU6-546P	38217	pseudo
106479810	RNU6-549P	38218	pseudo
106479811	RNU6-551P	38219	pseudo
106479812	RNU6-554P	38220	pseudo
106479813	RNU6-555P	38221	pseudo
106479814	RNU6-557P	38222	pseudo
106479815	RNU6-561P	38223	pseudo
106479816	RNU6-562P	38224	pseudo
106479817	RNU6-564P	38225	pseudo
106479818	RNU6-567P	38226	pseudo
106479819	RNU6-571P	38227	pseudo
106479820	RNU6-574P	38228	pseudo
106479821	RNU6-576P	38229	pseudo
106479822	RNU6-577P	38230	pseudo
106479823	RNU6-581P	38231	pseudo
106479824	RNU6-583P	38232	pseudo
106479825	RNU6-584P	38233	pseudo
106479826	RNU6-588P	38234	pseudo
106479827	RNU6-591P	38235	pseudo
106479828	RNU6-593P	38236	pseudo
106479829	RNU6-595P	38237	pseudo
106479830	RNU6-598P	38238	pseudo
106479831	RNU6-600P	38239	pseudo
106479832	RNU6-601P	38240	pseudo
106479833	RNU6-604P	38241	pseudo
106479834	RNU6-606P	38242	pseudo
106479835	RNU6-610P	38243	pseudo
106479836	RNU6-611P	38244	pseudo
106479837	RNU6-613P	38245	pseudo
106479838	RNU6-616P	38246	pseudo
106479839	RNU6-617P	38247	pseudo
106479840	RNU6-619P	38248	pseudo
106479841	RNU6-622P	38249	pseudo
106479842	RNU6-624P	38250	pseudo
106479843	RNU6-625P	38251	pseudo
106479844	RNU6-629P	38252	pseudo
106479845	RNU6-631P	38253	pseudo
106479846	RNU6-632P	38254	pseudo
106479847	RNU6-634P	38255	pseudo
106479848	RNU6-637P	38256	pseudo
106479849	RNU6-639P	38257	pseudo
106479850	RNU6-640P	38258	pseudo
106479851	RNU6-643P	38259	pseudo
106479852	RNU6-645P	38260	pseudo
106479853	RNU6-648P	38261	pseudo
106479854	RNU6-649P	38262	pseudo
106479855	RNU6-651P	38263	pseudo
106479856	RNU6-655P	38264	pseudo
106479857	RNU6-656P	38265	pseudo
106479858	RNU6-658P	38266	pseudo
106479859	RNU6-661P	38267	pseudo
106479860	RNU6-662P	38268	pseudo
106479861	RNU6-664P	38269	pseudo
106479862	RNU6-667P	38270	pseudo
106479863	RNU6-670P	38271	pseudo
106479864	RNU6-675P	38272	pseudo
106479865	RNU6-678P	38273	pseudo
106479866	RNU6-679P	38274	pseudo
106479867	RNU6-682P	38275	pseudo
106479868	RNU6-685P	38276	pseudo
106479869	RNU6-687P	38277	pseudo
106479870	RNU6-689P	38278	pseudo
106479871	RNU6-692P	38279	pseudo
106479872	RNU6-694P	38280	pseudo
106479873	RNU6-696P	38281	pseudo
106479874	RNU6-697P	38282	pseudo
106479875	RNU6-699P	38283	pseudo
106479876	RNU6-703P	38284	pseudo
106479877	RNU6-704P	38285	pseudo
106479878	RNU6-706P	38286	pseudo
106479879	RNU6-709P	38287	pseudo
106479880	RNU6-710P	38288	pseudo
106479881	RNU6-711P	38289	pseudo
106479882	RNU6-713P	38290	pseudo
106479883	RNU6-716P	38291	pseudo
106479884	RNU6-717P	38292	pseudo
106479885	RNU6-720P	38293	pseudo
106479886	RNU6-723P	38294	pseudo
106479887	RNU6-724P	38295	pseudo
106479888	RNU6-728P	38296	pseudo
106479889	RNU6-730P	38297	pseudo
106479890	RNU6-732P	38298	pseudo
106479891	RNU6-733P	38299	pseudo
106479892	RNU6-738P	38300	pseudo
106479893	RNU6-740P	38301	pseudo
106479894	RNU6-741P	38302	pseudo
106479895	RNU6-744P	38303	pseudo
106479896	RNU6-746P	38304	pseudo
106479897	RNU6-750P	38305	pseudo
106479898	RNU6-751P	38306	pseudo
106479899	RNU6-753P	38307	pseudo
106479900	RNU6-756P	38308	pseudo
106479901	RNU6-757P	38309	pseudo
106479902	RNU6-759P	38310	pseudo
106479903	RNU6-762P	38311	pseudo
106479904	RNU6-764P	38312	pseudo
106479905	RNU6-765P	38313	pseudo
106479906	RNU6-769P	38314	pseudo
106479907	RNU6-771P	38315	pseudo
106479908	RNU6-772P	38316	pseudo
106479909	RNU6-775P	38317	pseudo
106479910	RNU6-778P	38318	pseudo
106479911	RNU6-781P	38319	pseudo
106479912	RNU6-783P	38320	pseudo
106479913	RNU6-785P	38321	pseudo
106479914	RNU6-787P	38322	pseudo
106479915	RNU6-789P	38323	pseudo
106479916	RNU6-791P	38324	pseudo
106479917	RNU6-793P	38325	pseudo
106479918	RNU6-797P	38326	pseudo
106479919	RNU6-798P	38327	pseudo
106479920	RNU6-801P	38328	pseudo
106479921	RNU6-804P	38329	pseudo
106479922	RNU6-805P	38330	pseudo
106479923	RNU6-807P	38331	pseudo
106479924	RNU6-809P	38332	pseudo
106479925	RNU6-811P	38333	pseudo
106479926	RNU6-812P	38334	pseudo
106479927	RNU6-817P	38335	pseudo
106479928	RNU6-819P	38336	pseudo
106479929	RNU6-820P	38337	pseudo
106479930	RNU6-822P	38338	pseudo
106479931	RNU6-826P	38339	pseudo
106479932	RNU6-828P	38340	pseudo
106479933	RNU6-829P	38341	pseudo
106479934	RNU6-832P	38342	pseudo
106479935	RNU6-834P	38343	pseudo
106479936	RNU6-837P	38344	pseudo
106479937	RNU6-838P	38345	pseudo
106479938	RNU6-840P	38346	pseudo
106479939	RNU6-844P	38347	pseudo
106479940	RNU6-845P	38348	pseudo
106479941	RNU6-848P	38349	pseudo
106479942	RNU6-851P	38350	pseudo
106479943	RNU6-853P	38351	pseudo
106479944	RNU6-855P	38352	pseudo
106479945	RNU6-858P	38353	pseudo
106479946	RNU6-860P	38354	pseudo
106479947	RNU6-861P	38355	pseudo
106479948	RNU6-865P	38356	pseudo
106479949	RNU6-867P	38357	pseudo
106479950	RNU6-871P	38358	pseudo
106479951	RNU6-873P	38359	pseudo
106479952	RNU6-874P	38360	pseudo
106479953	RNU6-875P	38361	pseudo
106479954	RNU6-878P	38362	pseudo
106479955	RNU6-880P	38363	pseudo
106479956	RNU6-881P	38364	pseudo
106479957	RNU6-884P	38365	pseudo
106479958	RNU6-886P	38366	pseudo
106479959	RNU6-888P	38367	pseudo
106479960	RNU6-891P	38368	pseudo
106479961	RNU6-893P	38369	pseudo
106479962	RNU6-895P	38370	pseudo
106479963	RNU6-897P	38371	pseudo
106479964	RNU6-899P	38372	pseudo
106479965	RNU6-901P	38373	pseudo
106479966	RNU6-904P	38374	pseudo
106479967	RNU6-905P	38375	pseudo
106479968	RNU6-908P	38376	pseudo
106479969	RNU6-911P	38377	pseudo
106479970	RNU6-912P	38378	pseudo
106479971	RNU6-917P	38379	pseudo
106479972	RNU6-919P	38380	pseudo
106479973	RNU6-921P	38381	pseudo
106479974	RNU6-922P	38382	pseudo
106479975	RNU6-925P	38383	pseudo
106479976	RNU6-927P	38384	pseudo
106479977	RNU6-928P	38385	pseudo
106479978	RNU6-931P	38386	pseudo
106479979	RNU6-933P	38387	pseudo
106479980	RNU6-937P	38388	pseudo
106479981	RNU6-938P	38389	pseudo
106479982	RNU6-940P	38390	pseudo
106479983	RNU6-944P	38391	pseudo
106479984	RNU6-945P	38392	pseudo
106479985	RNU6-947P	38393	pseudo
106479986	RNU6-950P	38394	pseudo
106479987	RNU6-952P	38395	pseudo
106479988	RNU6-953P	38396	pseudo
106479989	RNU6-957P	38397	pseudo
106479990	RNU6-959P	38398	pseudo
106479991	RNU6-960P	38399	pseudo
106479992	RNU6-964P	38400	pseudo
106479993	RNU6-967P	38401	pseudo
106479994	RNU6-969P	38402	pseudo
106479995	RNU6-972P	38403	pseudo
106479996	RNU6-973P	38404	pseudo
106479997	RNU6-975P	38405	pseudo
106479998	RNU6-978P	38406	pseudo
106479999	RNU6-979P	38407	pseudo
106480001	RNU6-985P	38408	pseudo
106480002	RNU6-987P	38409	pseudo
106480003	RNU6-988P	38410	pseudo
106480004	RNU6-991P	38411	pseudo
106480005	RNU6-993P	38412	pseudo
106480006	RNU6-994P	38413	pseudo
106480007	RNU6-997P	38414	pseudo
106480008	RNU6-999P	38415	pseudo
106480009	RNU6-1004P	38416	pseudo
106480010	RNU6-1006P	38417	pseudo
106480011	RNU6-1011P	38418	pseudo
106480012	RNU6-1013P	38419	pseudo
106480013	RNU6-1014P	38420	pseudo
106480014	RNU6-1017P	38421	pseudo
106480015	RNU6-1019P	38422	pseudo
106480016	RNU6-1022P	38423	pseudo
106480017	RNU6-1023P	38424	pseudo
106480018	RNU6-1025P	38425	pseudo
106480019	RNU6-1029P	38426	pseudo
106480020	RNU6-1031P	38427	pseudo
106480021	RNU6-1036P	38428	pseudo
106480022	RNU6-1038P	38429	pseudo
106480023	RNU6-1040P	38430	pseudo
106480024	RNU6-1042P	38431	pseudo
106480025	RNU6-1045P	38432	pseudo
106480026	RNU6-1046P	38433	pseudo
106480027	RNU6-1048P	38434	pseudo
106480028	RNU6-1052P	38435	pseudo
106480029	RNU6-1054P	38436	pseudo
106480030	RNU6-1057P	38437	pseudo
106480031	RNU6-1059P	38438	pseudo
106480032	RNU6-1060P	38439	pseudo
106480033	RNU6-1061P	38440	pseudo
106480034	RNU6-1065P	38441	pseudo
106480035	RNU6-1066P	38442	pseudo
106480036	RNU6-1069P	38443	pseudo
106480037	RNU6-1072P	38444	pseudo
106480038	RNU6-1076P	38445	pseudo
106480039	RNU6-1077P	38446	pseudo
106480040	RNU6-1079P	38447	pseudo
106480041	RNU6-1082P	38448	pseudo
106480042	RNU6-1084P	38449	pseudo
106480043	RNU6-1085P	38450	pseudo
106480044	RNU6-1088P	38451	pseudo
106480045	RNU6-1090P	38452	pseudo
106480046	RNU6-1092P	38453	pseudo
106480047	RNU6-1094P	38454	pseudo
106480048	RNU6-1097P	38455	pseudo
106480049	RNU6-1100P	38456	pseudo
106480050	RNU6-1101P	38457	pseudo
106480051	RNU6-1103P	38458	pseudo
106480052	RNU6-1105P	38459	pseudo
106480053	RNU6-1106P	38460	pseudo
106480054	RNU6-1109P	38461	pseudo
106480055	RNU6-1112P	38462	pseudo
106480056	RNU6-1113P	38463	pseudo
106480057	RNU6-1116P	38464	pseudo
106480058	RNU6-1118P	38465	pseudo
106480059	RNU6-1120P	38466	pseudo
106480060	RNU6-1123P	38467	pseudo
106480061	RNU6-1125P	38468	pseudo
106480062	RNU6-1128P	38469	pseudo
106480063	RNU6-1130P	38470	pseudo
106480064	RNU6-1131P	38471	pseudo
106480065	RNU6-1134P	38472	pseudo
106480066	RNU6-1136P	38473	pseudo
106480067	RNU6-1137P	38474	pseudo
106480068	RNU6-1140P	38475	pseudo
106480069	RNU6-1143P	38476	pseudo
106480070	RNU6-1146P	38477	pseudo
106480071	RNU6-1147P	38478	pseudo
106480072	RNU6-1150P	38479	pseudo
106480073	RNU6-1152P	38480	pseudo
106480074	RNU6-1154P	38481	pseudo
106480075	RNU6-1156P	38482	pseudo
106480076	RNU6-1158P	38483	pseudo
106480077	RNU6-1161P	38484	pseudo
106480078	RNU6-1162P	38485	pseudo
106480079	RNU6-1165P	38486	pseudo
106480080	RNU6-1169P	38487	pseudo
106480081	RNU6-1170P	38488	pseudo
106480082	RNU6-1175P	38489	pseudo
106480083	RNU6-1178P	38490	pseudo
106480084	RNU6-1179P	38491	pseudo
106480085	RNU6-1181P	38492	pseudo
106480086	RNU6-1186P	38493	pseudo
106480087	RNU6-1190P	38494	pseudo
106480088	RNU6-1192P	38495	pseudo
106480089	RNU6-1196P	38496	pseudo
106480090	RNU6-1198P	38497	pseudo
106480091	RNU6-1199P	38498	pseudo
106480092	RNU6-1203P	38499	pseudo
106480093	RNU6-1205P	38500	pseudo
106480094	RNU6-1208P	38501	pseudo
106480095	RNU6-1209P	38502	pseudo
106480096	RNU6-1211P	38503	pseudo
106480097	RNU6-1215P	38504	pseudo
106480098	RNU6-1216P	38505	pseudo
106480099	RNU6-1218P	38506	pseudo
106480100	RNU6-1222P	38507	pseudo
106480101	RNU6-1224P	38508	pseudo
106480102	RNU6-1226P	38509	pseudo
106480103	RNU6-1228P	38510	pseudo
106480104	RNU6-1231P	38511	pseudo
106480105	RNU6-1232P	38512	pseudo
106480106	RNU6-1234P	38513	pseudo
106480107	RNU6-1238P	38514	pseudo
106480108	RNU6-1242P	38515	pseudo
106480109	RNU6-1245P	38516	pseudo
106480110	RNU6-1246P	38517	pseudo
106480111	RNU6-1248P	38518	pseudo
106480112	RNU6-1251P	38519	pseudo
106480113	RNU6-1252P	38520	pseudo
106480114	RNU6-1256P	38521	pseudo
106480115	RNU6-1258P	38522	pseudo
106480116	RNU6-1261P	38523	pseudo
106480117	RNU6-1264P	38524	pseudo
106480118	RNU6-1266P	38525	pseudo
106480119	RNU6-1269P	38526	pseudo
106480120	RNU6-1271P	38527	pseudo
106480121	RNU6-1272P	38528	pseudo
106480122	RNU6-1275P	38529	pseudo
106480123	RNU6-1277P	38530	pseudo
106480124	RNU6-1278P	38531	pseudo
106480125	RNU6-1281P	38532	pseudo
106480126	RNU6-1284P	38533	pseudo
106480127	RNU6-1287P	38534	pseudo
106480128	RNU6-1288P	38535	pseudo
106480129	RNU6-1290P	38536	pseudo
106480130	RNU6-1293P	38537	pseudo
106480131	RNU6-1294P	38538	pseudo
106480132	RNU6-1296P	38539	pseudo
106480133	RNU6-1299P	38540	pseudo
106480134	RNU6-1300P	38541	pseudo
106480135	RNU6-1304P	38542	pseudo
106480136	RNU6-1306P	38543	pseudo
106480137	RNU6-1308P	38544	pseudo
106480138	RNU6-1311P	38545	pseudo
106480139	RNU6-1313P	38546	pseudo
106480140	RNU6-1316P	38547	pseudo
106480141	RNU6-1318P	38548	pseudo
106480142	RNU6-1319P	38549	pseudo
106480143	RNU6-1322P	38550	pseudo
106480144	RNU6-1324P	38551	pseudo
106480145	RNU6-1325P	38552	pseudo
106480146	RNU6-1328P	38553	pseudo
106480147	RNU6-1331P	38554	pseudo
106480148	RNU6-1334P	38555	pseudo
106480149	RNU6-1335P	38556	pseudo
106480150	RNU6-1338P	38557	pseudo
106480151	RNU6-1340P	38558	pseudo
106480152	RNU1-6P	38559	pseudo
106480153	RPS4XP23	38560	pseudo
106480154	RNU1-29P	38561	pseudo
106480155	RNU1-32P	38562	pseudo
106480156	RNU1-33P	38563	pseudo
106480157	RNU1-35P	38564	pseudo
106480158	RNU1-40P	38565	pseudo
106480159	RNU1-43P	38566	pseudo
106480160	RNU1-44P	38567	pseudo
106480161	RNU1-47P	38568	pseudo
106480162	RNU1-49P	38569	pseudo
106480163	RNU1-51P	38570	pseudo
106480164	RNU1-52P	38571	pseudo
106480165	RNU1-56P	38572	pseudo
106480166	RNU1-57P	38573	pseudo
106480167	RNU1-59P	38574	pseudo
106480168	RNU1-64P	38575	pseudo
106480169	RNU1-67P	38576	pseudo
106480171	RNU1-74P	38577	pseudo
106480172	RNU1-75P	38578	pseudo
106480173	RNU1-77P	38579	pseudo
106480174	RNU1-80P	38580	pseudo
106480175	RNU1-82P	38581	pseudo
106480176	RNU1-83P	38582	pseudo
106480177	RNU1-85P	38583	pseudo
106480178	RNU1-87P	38584	pseudo
106480179	RNU1-91P	38585	pseudo
106480180	RNU1-93P	38586	pseudo
106480181	RNU1-96P	38587	pseudo
106480182	RNU1-97P	38588	pseudo
106480183	RNU1-100P	38589	pseudo
106480184	RNU1-104P	38590	pseudo
106480185	RNU1-105P	38591	pseudo
106480186	RNU1-107P	38592	pseudo
106480187	RNU1-112P	38593	pseudo
106480188	RNU1-115P	38594	pseudo
106480189	RNU1-117P	38595	pseudo
106480190	RNU1-122P	38596	pseudo
106480191	RNU1-128P	38597	pseudo
106480192	RNU1-130P	38598	pseudo
106480193	RNU1-131P	38599	pseudo
106480194	RNU1-134P	38600	pseudo
106480195	RNU1-138P	38601	pseudo
106480196	RNU1-139P	38602	pseudo
106480197	RNU1-142P	38603	pseudo
106480198	RNU1-146P	38604	pseudo
106480199	RPL3P13	38605	pseudo
106480200	RNU2-8P	38606	pseudo
106480201	RNU2-10P	38607	pseudo
106480202	RNU2-12P	38608	pseudo
106480203	RNU2-13P	38609	pseudo
106480204	RNU2-17P	38610	pseudo
106480205	RNU2-18P	38611	pseudo
106480206	RNU2-21P	38612	pseudo
106480207	RNU2-24P	38613	pseudo
106480208	RNU2-25P	38614	pseudo
106480209	RNU2-29P	38615	pseudo
106480210	RNU2-31P	38616	pseudo
106480211	RNU2-33P	38617	pseudo
106480212	RNU2-35P	38618	pseudo
106480213	RNU2-37P	38619	pseudo
106480214	RNU2-39P	38620	pseudo
106480215	RNU2-41P	38621	pseudo
106480216	RNU2-43P	38622	pseudo
106480217	RNU2-45P	38623	pseudo
106480218	RNU2-46P	38624	pseudo
106480219	RNU2-49P	38625	pseudo
106480220	RNU2-53P	38626	pseudo
106480221	RNU2-56P	38627	pseudo
106480222	RNU2-57P	38628	pseudo
106480223	RNU2-59P	38629	pseudo
106480224	RNU2-62P	38630	pseudo
106480225	RNU2-63P	38631	pseudo
106480226	RNU2-65P	38632	pseudo
106480227	RNU2-70P	38633	pseudo
106480228	RNU2-71P	38634	pseudo
106480229	MED15P8	38635	pseudo
106480230	ENPP7P12	38636	pseudo
106480231	RARRES2P5	38637	pseudo
106480232	OSBPL9P5	38638	pseudo
106480233	HNRNPH3P1	38639	pseudo
106480234	HNRNPA3P15	38640	pseudo
106480235	HNRNPA1P62	38641	pseudo
106480236	HNRNPA1P72	38642	pseudo
106480237	MTHFD2P2	38643	pseudo
106480238	KRT128P	38644	pseudo
106480239	SLC2A13P1	38645	pseudo
106480240	SLC25A36P1	38646	pseudo
106480241	CLPTM1LP1	38647	pseudo
106480242	PRELID3BP5	38648	pseudo
106480243	PRELID3BP8	38649	pseudo
106480244	AZU1P1	38650	pseudo
106480245	RPL17P51	38651	pseudo
106480246	SRGNP1	38652	pseudo
106480247	NDE1P2	38653	pseudo
106480248	GRAMD4P4	38654	pseudo
106480249	RAP2CP1	38655	pseudo
106480250	ELOCP35	38656	pseudo
106480251	OOSP1P1	38657	pseudo
106480252	OOSP1P2	38658	pseudo
106480253	KLF2P1	38659	pseudo
106480254	HSPE1P6	38660	pseudo
106480255	HSPE1P9	38661	pseudo
106480256	HSPE1P13	38662	pseudo
106480257	HSPE1P18	38663	pseudo
106480258	HSPE1P21	38664	pseudo
106480259	HSPE1P24	38665	pseudo
106480260	HSPE1P25	38666	pseudo
106480261	HSPE1P27	38667	pseudo
106480262	SUMO2P12	38668	pseudo
106480263	SUMO2P13	38669	pseudo
106480264	SUMO2P14	38670	pseudo
106480265	COX6CP7	38671	pseudo
106480266	COX6CP11	38672	pseudo
106480267	COX6CP13	38673	pseudo
106480268	COX6CP15	38674	pseudo
106480269	COX6CP17	38675	pseudo
106480270	SNRPGP16	38676	pseudo
106480271	SNRPGP20	38677	pseudo
106480272	IMP3P2	38678	pseudo
106480273	YWHAEP3	38679	pseudo
106480274	IGKV1OR9-2	38680	pseudo
106480275	TXNP7	38681	pseudo
106480276	UBE2Q2P9	38682	pseudo
106480277	EIF1P6	38683	pseudo
106480278	MCRIP2P2	38684	pseudo
106480279	CRB3P1	38685	pseudo
106480280	BNIP3P9	38686	pseudo
106480281	BNIP3P19	38687	pseudo
106480282	BNIP3P31	38688	pseudo
106480283	BNIP3P32	38689	pseudo
106480284	BNIP3P35	38690	pseudo
106480285	BNIP3P37	38691	pseudo
106480286	BNIP3P11	38692	pseudo
106480287	LARP7P1	38693	pseudo
106480288	LSM1P2	38694	pseudo
106480289	C11ORF98P1	38695	pseudo
106480290	SNRPCP5	38696	pseudo
106480291	SNRPCP16	38697	pseudo
106480292	SNRPCP20	38698	pseudo
106480293	UBTFL10	38699	pseudo
106480294	NENFP1	38700	pseudo
106480295	PDCL2P2	38701	pseudo
106480296	MTCO2P4	38702	pseudo
106480297	THEM7P	38703	pseudo
106480298	NUTF2P3	38704	pseudo
106480299	CTHRC1P1	38705	pseudo
106480300	LLPHP2	38706	pseudo
106480301	TOMM20P3	38707	pseudo
106480302	MZT1P1	38708	pseudo
106480303	PRR13P2	38709	pseudo
106480304	MREGP1	38710	pseudo
106480305	AP1S2P1	38711	pseudo
106480306	AKIRIN1P2	38712	pseudo
106480307	CCND3P2	38713	pseudo
106480308	RNY1P10	38714	pseudo
106480309	RNY1P12	38715	pseudo
106480310	RNY1P13	38716	pseudo
106480311	RNY1P14	38717	pseudo
106480312	RNY1P16	38718	pseudo
106480313	RNY4P36	38719	pseudo
106480314	RNY4P37	38720	pseudo
106480315	RNY3P12	38721	pseudo
106480316	RNY3P14	38722	pseudo
106480317	MLECP1	38723	pseudo
106480318	MTCO1P5	38724	pseudo
106480319	NAMPTP3	38725	pseudo
106480320	TMF1P1	38726	pseudo
106480321	FRG2GP	38727	pseudo
106480322	BOLA2P2	38728	pseudo
106480323	BOLA2P3	38729	pseudo
106480324	BOLA3P4	38730	pseudo
106480325	WBP1LP8	38731	pseudo
106480326	WBP1LP10	38732	pseudo
106480327	WBP1LP12	38733	pseudo
106480328	TRIM80P	38734	pseudo
106480329	BSNDP1	38735	pseudo
106480330	BTG4P1	38736	pseudo
106480331	BUD31P1	38737	pseudo
106480332	BUD31P2	38738	pseudo
106480333	SULT1C2P2	38739	pseudo
106480334	BMS1P22	38740	pseudo
106480335	ACTP1	38741	pseudo
106480336	RPL23AP89	38742	pseudo
106480337	RPL23AP91	38743	pseudo
106480338	RPL23AP95	38744	pseudo
106480339	TCF4-AS2	38745	ncRNA
106480340	SEPT14P1	38746	pseudo
106480341	SEPT14P8	38747	pseudo
106480342	ZYXP1	38748	pseudo
106480343	SEPT14P12	38749	pseudo
106480344	SEPT14P17	38750	pseudo
106480345	SEPT14P24	38751	pseudo
106480346	GTF2IP11	38752	pseudo
106480347	GTF2IP22	38753	pseudo
106480348	NF1P10	38754	pseudo
106480349	DUX4L46	38755	pseudo
106480350	DUX4L50	38756	pseudo
106480351	FRG2IP	38757	pseudo
106480352	FRG2LP	38758	pseudo
106480353	C1QL1P1	38759	pseudo
106480354	DUX4L52	38760	pseudo
106480355	USP9YP21	38761	pseudo
106480356	SLC9A9-AS2	38762	ncRNA
106480357	RNA5SP59	38763	pseudo
106480358	RNA5SP311	38764	pseudo
106480359	PTGES3P5	38765	pseudo
106480360	UBE2FP3	38766	pseudo
106480361	RNU7-96P	38767	pseudo
106480362	RNU7-127P	38768	pseudo
106480363	RNU7-186P	38769	pseudo
106480364	RN7SKP25	38770	pseudo
106480365	RN7SKP94	38771	pseudo
106480366	RN7SKP140	38772	pseudo
106480367	RN7SKP165	38773	pseudo
106480368	RN7SKP234	38774	pseudo
106480369	RN7SKP281	38775	pseudo
106480370	RN7SL19P	38776	pseudo
106480371	RN7SL110P	38777	pseudo
106480372	RN7SL169P	38778	pseudo
106480373	RN7SL258P	38779	pseudo
106480374	RN7SL282P	38780	pseudo
106480375	RN7SL335P	38781	pseudo
106480376	RN7SL424P	38782	pseudo
106480377	RN7SL451P	38783	pseudo
106480378	RN7SL543P	38784	pseudo
106480379	RN7SL624P	38785	pseudo
106480380	RN7SL680P	38786	pseudo
106480381	RN7SL713P	38787	pseudo
106480382	RN7SL799P	38788	pseudo
106480383	RN7SL854P	38789	pseudo
106480384	RNU6ATAC25P	38790	pseudo
106480385	RNU4-34P	38791	pseudo
106480386	RNU4-80P	38792	pseudo
106480387	RNU6-161P	38793	pseudo
106480388	RNU6-232P	38794	pseudo
106480389	RNU6-299P	38795	pseudo
106480390	RNU6-325P	38796	pseudo
106480391	RNU6-373P	38797	pseudo
106480392	RNU6-441P	38798	pseudo
106480393	RNU6-487P	38799	pseudo
106480394	RNU6-512P	38800	pseudo
106480395	RNU6-580P	38801	pseudo
106480396	RNU6-628P	38802	pseudo
106480397	RNU6-653P	38803	pseudo
106480398	RNU6-700P	38804	pseudo
106480399	RNU6-747P	38805	pseudo
106480400	RNU6-794P	38806	pseudo
106480401	RNU6-816P	38807	pseudo
